,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1129,1130,90,4,60.0,7200,1,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,4,1,2,3,1,2,936,5,0,0,936,0,4,1,4,936,0,0,936,1,0,1,0,2,1,3,4,5,0,5,1980.0,2,2,672,4,4,2,49,0,0,0,0,0,8,2007,8,4,140000
1130,1131,50,3,65.0,7804,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,2,0.0,3,4,0,3,3,3,1,622,5,0,500,1122,0,4,1,4,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,1981.0,2,2,576,4,4,2,431,44,0,0,0,0,12,2009,8,4,135000
1131,1132,20,3,63.0,10712,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,2,0.0,3,4,2,2,3,2,1,212,5,0,762,974,0,4,1,4,974,0,0,974,0,0,1,0,3,1,3,5,5,0,6,1978.5430346051464,3,0,0,5,5,2,0,28,0,0,0,0,9,2007,7,0,93500
1132,1133,70,4,90.0,9900,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,2,0.0,3,4,0,3,3,2,5,0,5,0,1008,1008,1,4,1,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,5,0,5,1930.0,2,1,205,1,4,0,0,48,0,0,0,0,5,2007,8,4,117500
1133,1134,60,3,80.0,9828,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,2,0.0,2,4,2,2,3,3,2,584,5,0,544,1128,0,0,1,4,1142,878,0,2020,0,0,2,1,3,1,2,8,5,1,1,1995.0,1,2,466,4,4,2,0,155,0,0,0,0,6,2009,8,4,239500
1134,1135,60,3,57.0,8773,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,3,0,5,0,5,0,916,916,0,2,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,5,1,1,1997.0,0,2,460,4,4,2,100,38,0,0,0,0,8,2007,8,4,169000
1135,1136,30,4,60.0,6180,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,960,960,0,4,0,4,986,0,0,986,0,0,1,0,2,1,3,5,5,1,5,1926.0,2,1,180,4,4,2,0,128,0,0,0,0,5,2007,8,4,102000
1136,1137,50,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,1,280,5,0,752,1032,0,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,5,0,1,1950.0,2,1,288,4,4,2,0,0,96,0,0,0,4,2008,8,0,119000
1137,1138,50,3,54.0,6342,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,2,0.0,3,2,1,3,3,3,5,0,5,0,780,780,0,2,0,4,780,240,0,1020,0,0,1,0,2,1,3,6,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,0,176,0,0,0,5,2010,8,4,94000
1139,1140,30,3,98.0,8731,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,2,0.0,3,1,0,3,3,3,1,645,5,0,270,915,0,4,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,5,1972.0,2,2,495,4,4,2,0,0,216,0,126,0,5,2007,8,4,144000
1140,1141,20,3,60.0,7350,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,2,0.0,3,4,1,3,3,2,0,852,5,0,100,952,0,4,1,4,952,0,0,952,1,0,1,0,2,1,3,4,5,0,5,1988.0,2,2,840,4,4,2,0,0,0,0,0,0,6,2008,0,0,139000
1142,1143,60,3,77.0,9965,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,3,340.0,2,4,2,0,3,1,2,1150,5,0,316,1466,0,0,1,4,1466,1362,0,2828,1,0,3,0,4,1,2,11,5,1,3,2006.0,1,3,1052,4,4,2,125,144,0,0,0,0,4,2007,6,5,424870
1144,1145,190,3,60.0,12180,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,2,0.0,3,1,0,2,3,3,1,348,5,0,324,672,2,1,0,0,672,252,0,924,1,0,1,0,2,1,1,5,5,0,5,1941.0,2,1,280,4,4,2,0,0,0,0,0,0,7,2010,8,4,80000
1145,1146,50,4,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,1042,1042,0,0,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,5,1,5,1928.0,2,1,225,4,4,2,0,0,0,0,0,0,8,2006,8,3,149000
1147,1148,70,3,75.0,12000,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,2,0.0,3,4,1,3,3,3,4,275,5,0,429,704,0,0,1,4,860,704,0,1564,0,0,1,1,3,1,1,7,5,1,1,1941.0,2,1,234,4,4,2,0,0,0,0,0,0,7,2009,8,4,174500
1149,1150,70,4,50.0,9000,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,2,0.0,3,2,2,3,3,3,0,624,5,0,26,650,0,0,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,5,0,5,1930.0,2,2,324,4,4,2,0,0,0,0,0,0,7,2009,8,4,143000
1150,1151,20,3,57.0,8280,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,2,0.0,3,4,1,3,3,3,5,0,5,0,932,932,0,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,5,1,1,1950.0,2,1,306,4,4,2,0,0,214,0,0,0,11,2007,8,4,124000
1151,1152,20,3,134.0,17755,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,4,1,3,3,3,1,176,5,0,1290,1466,0,4,1,4,1466,0,0,1466,0,0,1,1,3,1,1,6,5,2,1,1959.0,0,2,528,4,4,2,0,140,0,0,100,0,11,2006,8,4,149900
1152,1153,20,3,90.0,14115,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,2,0.0,3,4,2,3,3,3,0,296,2,547,230,1073,0,0,1,4,1811,0,0,1811,0,0,1,0,2,1,0,6,5,1,1,1956.0,0,2,470,4,4,2,0,0,280,0,0,0,7,2006,8,0,230000
1155,1156,20,3,90.0,10768,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,9,10,2,0.0,2,2,1,2,3,1,0,1157,5,0,280,1437,0,4,1,4,1437,0,0,1437,1,0,2,0,3,1,2,6,5,1,1,1976.0,1,2,528,4,4,2,0,21,0,0,180,0,7,2007,8,4,218000
1156,1157,80,3,85.0,9350,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,2,0.0,3,2,2,3,3,1,0,633,5,0,586,1219,0,2,1,4,1265,0,0,1265,0,1,2,0,3,1,2,6,5,1,1,1965.0,1,2,502,4,4,2,0,92,0,96,0,0,10,2008,8,4,179900
1157,1158,120,3,34.0,5001,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,166.0,2,4,2,2,3,3,2,904,5,0,410,1314,0,0,1,4,1314,0,0,1314,1,0,2,0,2,1,2,6,5,1,1,2008.0,1,2,626,4,4,2,172,62,0,0,0,0,7,2009,8,4,230000
1158,1159,20,3,92.0,11932,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,12,13,3,186.0,2,4,2,2,3,3,5,0,5,0,1580,1580,0,0,1,4,1580,0,0,1580,0,0,2,0,3,1,2,7,5,0,1,2008.0,1,3,830,4,4,2,0,24,0,0,0,0,6,2008,3,5,235128
1159,1160,60,3,76.0,9120,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,6,6,1,270.0,2,4,1,3,3,3,0,442,5,0,459,901,0,4,1,4,943,933,0,1876,0,0,2,1,4,1,2,8,5,1,1,1974.0,1,2,540,2,4,2,0,69,0,0,0,0,7,2008,8,4,185000
1160,1161,160,3,24.0,2280,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,9,2,2,0.0,3,4,1,2,3,3,0,311,5,0,544,855,0,1,1,4,855,601,0,1456,0,0,2,1,3,1,3,7,5,1,1,1978.0,2,2,440,4,4,2,26,0,0,0,0,0,7,2010,8,4,146000
1162,1163,20,3,109.0,8724,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,12,13,2,0.0,3,4,1,2,3,3,1,492,5,0,402,894,0,2,1,4,894,0,0,894,0,0,1,0,3,1,3,5,5,1,1,1968.0,0,2,450,4,4,2,0,0,0,0,0,0,5,2007,8,4,129000
1163,1164,90,3,60.0,12900,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,9,10,2,0.0,3,4,1,2,3,0,2,1198,5,0,0,1198,0,4,1,4,1258,0,0,1258,2,0,0,2,0,2,3,6,5,0,4,1969.0,2,2,400,1,4,2,120,0,0,0,0,0,1,2008,8,2,108959
1165,1166,20,3,79.0,9541,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,12,13,3,268.0,2,4,2,2,3,3,5,0,5,0,1502,1502,0,0,1,4,1502,0,0,1502,0,0,2,0,3,1,2,7,5,0,1,2009.0,1,2,644,4,4,2,0,114,0,0,0,0,9,2009,6,5,233170
1166,1167,20,3,64.0,10475,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,12,13,3,72.0,2,4,2,2,3,0,5,0,5,0,1694,1694,0,0,1,4,1694,0,0,1694,0,0,2,0,3,1,2,7,5,0,1,2008.0,1,3,776,4,4,2,160,33,0,0,0,0,2,2010,8,4,245350
1167,1168,60,3,58.0,10852,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,3,3,2,786,5,0,173,959,0,0,1,4,959,712,0,1671,1,0,2,1,3,1,3,7,5,1,1,2000.0,0,2,472,4,4,2,0,38,0,0,0,0,2,2006,8,4,173000
1168,1169,70,3,120.0,13728,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,11,12,2,0.0,3,4,1,3,3,3,4,626,5,0,501,1127,0,0,1,4,1236,872,0,2108,0,0,2,0,4,1,2,7,5,2,2,1935.0,2,2,540,4,4,2,0,0,0,0,90,0,7,2008,8,4,235000
1169,1170,60,3,118.0,35760,1,0,3,0,1,0,15,2,2,0,5,10,5,1995,1996,3,1,6,6,1,1378.0,2,2,2,0,3,1,2,1387,5,0,543,1930,0,0,1,4,1831,1796,0,3627,1,0,3,1,4,1,2,10,5,1,1,1995.0,0,3,807,4,4,2,361,76,0,0,0,0,7,2006,8,4,625000
1170,1171,80,3,76.0,9880,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,9,10,2,0.0,3,4,1,3,3,0,0,522,5,0,574,1096,0,4,1,4,1118,0,0,1118,1,0,1,0,3,1,3,6,5,1,1,1977.0,0,1,358,4,4,2,203,0,0,0,0,0,7,2008,8,4,171000
1171,1172,20,3,76.0,9120,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,8,8,2,0.0,3,4,1,3,3,3,0,662,5,0,599,1261,0,0,1,4,1261,0,0,1261,1,0,1,0,3,1,3,6,5,1,1,1958.0,1,2,433,4,4,2,0,0,0,0,288,1400,11,2008,8,4,163000
1172,1173,160,1,35.0,4017,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,2,0.0,2,4,2,2,3,3,5,0,5,0,625,625,0,0,1,4,625,625,0,1250,0,0,2,1,2,1,2,5,5,0,5,2006.0,0,2,625,4,4,2,0,54,0,0,0,0,3,2008,8,4,171900
1173,1174,50,3,138.0,18030,1,0,0,0,4,0,4,2,2,0,0,5,6,1946,1994,1,1,8,8,2,0.0,3,4,1,3,3,3,4,152,1,469,977,1598,0,4,1,4,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,6,1978.5430346051464,3,0,0,5,5,2,122,0,0,0,0,0,3,2007,8,4,200500
1174,1175,70,3,80.0,16560,1,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,13,14,2,0.0,3,4,0,2,3,3,4,503,5,0,449,952,0,4,1,4,1170,1175,0,2345,0,0,2,1,4,1,3,9,5,1,5,1932.0,2,2,360,4,4,2,0,0,0,0,0,0,7,2006,8,4,239000
1175,1176,50,3,85.0,10678,1,3,3,0,4,0,15,2,2,0,0,8,5,1992,2000,3,1,6,6,1,337.0,2,4,2,2,3,3,2,700,5,0,983,1683,0,0,1,4,2129,743,0,2872,0,0,2,1,4,1,2,9,5,1,1,1992.0,0,2,541,4,4,2,0,33,0,0,0,0,4,2007,8,4,285000
1176,1177,20,3,37.0,6951,1,0,3,0,1,0,11,2,2,0,2,5,5,1984,1985,1,1,6,10,2,0.0,3,4,1,3,3,3,0,658,5,0,218,876,0,4,1,4,923,0,0,923,1,0,1,0,3,1,3,5,5,0,1,1984.0,2,1,264,4,4,2,362,0,0,0,0,0,10,2008,8,4,119500
1178,1179,50,3,54.0,7681,1,0,3,0,2,0,6,2,2,0,0,5,6,1921,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,731,731,0,0,1,4,820,523,0,1343,0,0,1,1,3,1,3,7,5,1,5,1921.0,2,1,186,1,4,2,192,0,102,0,0,0,7,2009,8,4,154900
1179,1180,20,3,77.0,8335,1,3,3,0,0,0,7,2,2,0,2,5,5,1954,1954,1,1,13,14,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,2,1,4,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,6,1978.5430346051464,3,0,0,5,5,0,0,36,190,0,0,0,4,2006,8,4,93000
1181,1182,120,4,64.0,5587,1,0,1,0,4,1,6,2,2,4,2,8,5,2008,2008,3,1,5,5,3,186.0,0,4,2,0,3,1,2,1480,5,0,120,1600,0,0,1,4,1652,0,0,1652,1,1,2,0,2,1,2,5,5,1,1,2008.0,0,2,482,4,4,2,162,53,0,153,0,0,11,2008,6,5,392500
1182,1183,60,3,160.0,15623,1,0,3,0,0,0,15,2,2,0,5,10,5,1996,1996,3,1,13,7,2,0.0,2,4,2,0,3,0,2,2096,5,0,300,2396,0,0,1,4,2411,2065,0,4476,1,0,3,1,4,1,0,10,5,2,1,1996.0,0,3,813,4,4,2,171,78,0,0,0,0,7,2007,8,0,745000
1183,1184,30,3,60.0,10800,1,3,3,0,4,0,17,2,2,0,2,5,6,1920,1950,3,1,11,12,2,0.0,3,4,0,3,3,3,4,821,5,0,299,1120,0,0,1,4,1130,0,0,1130,1,0,1,0,2,1,3,5,5,1,5,1970.0,2,2,720,4,4,2,229,0,0,0,0,0,6,2006,8,4,120000
1184,1185,20,3,50.0,35133,0,3,3,0,4,1,23,2,2,0,2,5,4,1963,1963,3,1,8,8,1,226.0,3,4,1,3,3,1,4,1159,5,0,413,1572,0,2,1,4,1572,0,0,1572,1,0,1,1,3,1,3,5,5,2,0,1963.0,1,3,995,4,4,2,0,263,0,0,263,0,5,2007,8,4,186700
1185,1186,50,3,60.0,9738,1,3,3,0,4,0,7,2,2,0,0,5,7,1924,1950,1,1,0,0,2,0.0,3,2,0,3,3,3,1,392,5,0,392,784,0,2,1,4,949,272,0,1221,1,0,1,0,4,1,3,7,5,0,1,1965.0,2,1,392,4,4,2,0,0,236,0,0,0,3,2006,8,4,104900
1186,1187,190,3,107.0,10615,1,0,0,0,0,1,17,0,0,1,5,3,5,1900,1970,1,1,6,6,2,0.0,3,4,1,1,3,2,1,440,5,0,538,978,0,4,1,4,1014,685,0,1699,1,0,2,0,3,2,3,7,5,0,4,1920.0,2,2,420,1,1,2,0,74,0,0,0,0,8,2009,8,0,95000
1187,1188,20,3,89.0,12461,1,3,3,0,0,0,15,2,2,0,2,8,5,1994,1995,1,1,7,7,2,0.0,2,4,2,2,3,3,2,1456,5,0,168,1624,0,0,1,4,1624,0,0,1624,1,0,2,0,2,1,2,5,5,1,1,1994.0,1,3,757,4,4,2,0,114,192,0,0,0,7,2006,8,4,262000
1188,1189,60,3,68.0,8935,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,1,95.0,2,4,2,2,3,3,5,0,5,0,831,831,0,0,1,4,831,829,0,1660,0,0,2,1,3,1,2,7,5,0,1,2002.0,1,2,493,4,4,2,144,68,0,0,0,0,7,2009,8,4,195000
1189,1190,60,3,60.0,7500,1,3,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,2,0.0,3,4,2,3,3,3,5,0,5,0,994,994,0,2,1,4,1028,776,0,1804,0,0,2,1,3,1,2,7,5,1,1,1999.0,0,2,442,4,4,2,140,60,0,0,0,0,6,2010,8,4,189000
1191,1192,160,1,24.0,2645,1,3,3,0,4,0,21,2,2,3,5,8,5,1999,2000,1,1,8,8,1,456.0,2,4,2,2,3,3,5,0,5,0,776,776,0,0,1,4,764,677,0,1441,0,0,2,1,2,1,2,5,5,0,5,1999.0,2,2,492,4,4,2,206,0,0,0,0,0,11,2007,8,4,174000
1192,1193,50,4,60.0,9600,1,3,3,0,4,0,17,2,2,0,0,5,8,1925,1994,2,1,12,13,2,0.0,3,4,2,3,3,2,5,0,5,0,702,702,0,2,1,4,842,630,0,1472,0,0,1,0,3,1,2,6,5,0,5,1925.0,2,1,250,4,1,1,0,0,84,0,0,0,7,2007,8,4,125000
1194,1195,60,3,80.0,9364,1,3,3,0,0,0,19,2,2,0,5,6,7,1969,1969,1,1,6,6,3,143.0,3,4,1,3,3,3,0,371,5,0,292,663,0,4,1,4,663,689,0,1352,0,0,1,1,4,1,3,7,5,0,1,1969.0,0,1,299,4,4,2,379,36,0,0,0,0,3,2010,8,4,158000
1195,1196,60,3,51.0,8029,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,728,728,0,0,1,4,728,728,0,1456,0,0,2,1,3,1,2,8,5,0,1,2005.0,0,2,400,4,4,2,100,24,0,0,0,0,7,2008,8,4,176000
1196,1197,60,3,58.0,14054,1,0,3,0,4,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,3,0,5,0,5,0,879,879,0,0,1,4,879,984,0,1863,0,0,2,1,4,1,2,9,5,1,3,2006.0,0,3,660,4,4,2,100,17,0,0,0,0,11,2006,6,5,219210
1197,1198,75,4,65.0,8850,1,0,0,0,0,0,17,2,2,0,4,7,6,1916,1950,1,1,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,815,815,0,0,1,4,815,875,0,1690,0,0,1,0,3,1,3,7,5,1,5,1916.0,2,1,225,4,4,2,0,0,330,0,0,0,7,2006,5,4,144000
1198,1199,20,3,70.0,9100,1,3,3,0,4,0,5,2,2,0,2,7,5,2001,2001,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,1212,1212,0,0,1,4,1212,0,0,1212,0,0,2,0,3,1,2,6,5,0,1,2001.0,1,2,573,4,4,2,356,0,0,0,0,0,6,2009,8,4,178000
1199,1200,20,3,75.0,11235,1,3,3,0,4,0,19,2,2,0,2,4,5,1963,1979,1,1,6,6,1,51.0,3,4,1,3,3,3,4,547,5,0,504,1051,0,2,1,4,1382,0,0,1382,0,0,1,1,3,1,3,6,5,1,1,1974.0,2,2,459,4,4,2,0,82,0,0,0,0,10,2006,8,4,148000
1200,1201,20,3,71.0,9353,1,3,3,0,4,0,12,2,2,0,2,4,5,1970,1970,1,1,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,864,864,0,2,1,4,864,0,0,864,0,0,1,0,3,1,3,5,5,0,1,1972.0,2,1,280,4,4,2,0,0,0,0,0,0,7,2006,7,0,116050
1201,1202,60,3,80.0,10400,1,3,3,0,0,0,5,2,2,0,5,7,5,1998,1998,1,1,12,13,2,0.0,3,4,2,2,3,0,5,0,5,0,866,866,0,0,1,4,866,913,0,1779,0,0,2,1,3,1,2,6,5,0,1,1998.0,1,2,546,4,4,2,198,36,0,0,0,0,3,2009,8,4,197900
1202,1203,50,4,50.0,6000,1,3,3,0,0,0,3,2,2,0,0,5,8,1925,1997,1,1,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,884,884,0,0,1,4,884,464,0,1348,1,0,1,0,3,1,3,5,5,1,5,1960.0,2,1,216,4,4,0,0,0,208,0,0,0,5,2009,8,4,117000
1203,1204,20,3,75.0,9750,1,3,3,0,4,0,5,2,2,0,2,7,5,2000,2001,1,1,12,13,1,171.0,2,4,2,2,3,3,5,0,5,0,1630,1630,0,0,1,4,1630,0,0,1630,0,0,2,0,3,1,2,6,5,1,1,2000.0,2,2,451,4,4,2,74,234,0,0,0,0,10,2009,8,4,213000
1204,1205,20,3,78.0,10140,1,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,2,0.0,3,4,1,2,3,3,0,788,5,0,268,1056,0,0,1,4,1074,0,0,1074,1,0,1,1,3,1,3,6,5,0,1,1975.0,1,2,495,4,4,2,0,88,0,0,0,0,7,2006,8,4,153500
1205,1206,20,3,90.0,14684,1,0,3,0,1,0,20,2,2,0,2,7,7,1990,1991,3,1,6,6,1,234.0,2,4,1,2,3,2,0,485,1,177,1496,2158,0,2,1,4,2196,0,0,2196,0,0,2,0,3,1,2,7,5,1,1,1990.0,1,3,701,4,4,2,84,70,0,0,0,0,6,2009,8,4,271900
1207,1208,20,3,70.0,9135,1,3,3,0,4,0,5,2,2,0,2,6,5,2003,2003,1,1,12,13,1,120.0,2,4,2,2,3,0,2,340,5,0,1342,1682,0,0,1,4,1700,0,0,1700,1,0,2,0,3,1,2,7,5,0,1,2003.0,1,2,544,4,4,2,192,23,0,0,0,0,5,2006,8,4,200000
1208,1209,20,3,70.0,7763,1,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,2,0.0,3,2,1,3,3,3,4,504,1,108,319,931,0,4,1,4,1283,0,0,1283,1,0,1,0,3,1,3,6,5,0,5,1980.0,2,2,506,4,4,2,0,0,0,0,0,0,10,2008,8,4,140000
1209,1210,20,3,85.0,10182,1,0,3,0,1,0,21,8,2,0,2,8,5,2006,2006,3,1,12,13,3,420.0,2,4,2,0,3,2,2,1220,5,0,440,1660,0,0,1,4,1660,0,0,1660,1,0,2,0,3,1,2,8,5,1,1,2006.0,1,2,500,4,4,2,322,50,0,0,0,0,5,2006,6,5,290000
1210,1211,60,3,70.0,11218,1,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,1,13,14,2,0.0,2,4,2,2,3,3,5,0,5,0,1055,1055,0,0,1,4,1055,790,0,1845,0,0,2,1,3,1,2,8,5,1,1,1992.0,1,2,462,4,4,2,635,104,0,0,0,400,5,2010,8,4,189000
1211,1212,50,3,152.0,12134,1,0,0,0,4,1,8,2,2,0,0,8,7,1988,2005,1,1,13,14,2,0.0,2,4,5,2,3,0,2,427,5,0,132,559,0,2,1,4,1080,672,0,1752,0,0,2,0,4,1,3,8,5,0,2,1988.0,1,2,492,4,4,2,325,12,0,0,0,0,6,2010,8,4,164000
1212,1213,30,3,50.0,9340,1,3,3,0,4,0,7,2,2,0,2,4,6,1941,1950,3,1,8,8,2,0.0,3,4,1,3,3,3,4,344,5,0,328,672,0,4,1,4,672,0,0,672,1,0,1,0,2,1,3,4,5,0,1,1941.0,2,1,234,4,4,0,0,113,0,0,0,0,8,2009,8,4,113000
1214,1215,85,3,69.0,10205,1,0,3,0,4,0,12,2,2,0,6,5,5,1962,1962,1,1,8,8,2,0.0,3,4,1,3,3,0,1,784,5,0,141,925,0,4,1,4,999,0,0,999,1,0,1,0,3,1,3,6,5,0,1,1962.0,2,1,300,4,4,2,150,72,0,0,0,0,5,2006,8,4,134500
1215,1216,20,3,99.0,7094,1,0,3,0,4,0,19,2,2,0,2,5,5,1966,1966,1,1,12,13,2,0.0,3,4,1,3,3,3,4,180,3,374,340,894,0,4,1,4,894,0,0,894,0,0,1,0,3,1,3,5,5,0,5,1966.0,1,1,384,4,4,2,0,0,0,0,0,0,5,2007,8,4,125000
1216,1217,90,4,68.0,8930,1,3,3,0,4,0,19,5,2,2,0,6,5,1978,1978,1,1,12,13,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,4,1,4,1318,584,0,1902,0,0,2,0,4,2,3,8,5,0,1,1978.0,2,2,539,4,4,2,0,0,0,0,0,0,4,2010,8,4,112000
1217,1218,20,1,72.0,8640,1,3,3,0,4,0,21,2,2,0,2,8,5,2009,2009,1,1,5,5,3,72.0,2,4,2,2,3,2,2,936,5,0,364,1300,0,0,1,4,1314,0,0,1314,1,0,2,0,3,1,2,6,5,0,1,2009.0,1,2,552,4,4,2,135,112,0,0,0,0,9,2009,6,5,229456
1218,1219,50,4,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,4,5,1947,1950,1,1,0,0,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,0,2,0,4,672,240,0,912,0,0,1,0,2,1,3,3,5,0,6,1978.5430346051464,3,0,0,5,5,0,0,0,0,0,0,0,7,2006,8,4,80500
1219,1220,160,4,21.0,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,5,5,1,236.0,3,4,1,3,3,3,5,0,5,0,672,672,0,4,1,4,672,546,0,1218,0,0,1,1,3,1,3,7,5,0,6,1978.5430346051464,3,0,0,5,5,0,201,0,0,0,0,0,4,2006,8,0,91500
1220,1221,20,3,66.0,7800,1,0,3,0,4,0,12,2,2,0,2,5,5,1964,1964,1,1,13,14,2,0.0,3,4,1,3,3,3,4,312,3,600,0,912,0,4,1,4,912,0,0,912,0,0,1,0,2,1,3,5,5,0,1,1964.0,2,1,288,4,4,2,0,0,0,0,0,0,11,2006,8,0,115000
1221,1222,20,3,55.0,8250,1,3,3,0,4,0,19,1,2,0,2,5,5,1968,1968,3,1,6,6,2,0.0,3,4,1,3,3,3,1,250,3,492,210,952,0,0,1,4,1211,0,0,1211,0,0,1,0,3,1,3,5,5,1,1,1968.0,2,1,322,4,4,2,0,63,0,0,0,0,8,2008,8,4,134000
1222,1223,50,3,78.0,10496,1,3,3,0,4,0,12,0,2,0,0,6,6,1949,1950,1,1,13,14,1,320.0,3,4,1,3,3,2,4,196,5,0,844,1040,0,0,1,4,1168,678,0,1846,0,0,2,0,3,1,3,7,5,1,1,1949.0,2,1,315,4,4,2,0,0,0,0,0,0,1,2007,8,4,143000
